year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mark,model
2014,880000,120.0,Diesel,Individual,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2010,150000,39.0,Petrol,Individual,Manual,First Owner,16.0,1061,64.9,"8.6 @ 3,500 @  )",5,Maruti,Zen
2015,775000,45.0,Diesel,Individual,Automatic,First Owner,18.4,1493,100.0,230  @ 1500-2250 ,7,Mahindra,TUV
2012,220000,100.0,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2017,670000,48.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2018,780000,35.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2017,515000,23.0,Petrol,Individual,Manual,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2017,800000,14.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2014,850000,60.0,Diesel,Individual,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2013,200000,60.0,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2008,140000,150.0,Diesel,Individual,Manual,Third Owner,19.0,1422,70.0,155  @ 1600-2800  ,5,Skoda,Fabia
2016,800000,80.0,Petrol,Individual,Automatic,Second Owner,17.0,1591,121.3,154.9  @ 4200 ,5,Hyundai,Verna
2013,250000,35.0,Petrol,Individual,Manual,First Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2017,800000,44.5,Diesel,Individual,Manual,First Owner,25.0,1248,88.5,200  @ 1750 ,5,Maruti,S-Cross
2015,600000,60.0,Diesel,Individual,Manual,Third Owner,26.2,1248,88.5,200  @ 1750 ,5,Maruti,Ciaz
2012,250000,120.0,Diesel,Individual,Manual,Third Owner,21.0,1461,78.0,240  @ 2000 ,5,Renault,Fluence
2016,500000,80.0,Diesel,Individual,Manual,Second Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2019,750000,9.9,Petrol,Individual,Manual,First Owner,11.9,1298,80.0,103  @ 4500 ,8,Maruti,Gypsy
2014,650000,68.0,Diesel,Individual,Manual,First Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2016,950000,60.0,Diesel,Individual,Manual,First Owner,21.0,1498,98.6,200  @ 1750 ,7,Honda,BRV
2015,580000,110.0,Diesel,Individual,Manual,Second Owner,13.5,2499,72.4,171  @ 1800 ,10,Chevrolet,Tavera
2014,800000,80.0,Diesel,Individual,Automatic,First Owner,11.7,2179,120.0,290  @ 1800-2800 ,8,Mahindra,Scorpio
2011,347000,30.0,Petrol,Individual,Manual,First Owner,19.0,998,66.1,90  @ 3500 ,5,Maruti,A-Star
2014,1000000,120.0,Diesel,Individual,Manual,Third Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2016,300000,35.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2017,493000,40.0,Petrol,Individual,Manual,First Owner,20.0,1199,84.0,114  @ 3500 ,5,Tata,Tigor
2014,370000,60.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2008,250000,90.0,Diesel,Individual,Manual,Fourth & Above Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2017,300000,20.0,Petrol,Individual,Manual,First Owner,22.0,999,67.0,91  @ 4250 ,5,Datsun,RediGO
2017,450000,40.0,Petrol,Individual,Automatic,First Owner,24.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2010,185000,124.316,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2019,1225000,6.544,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,300  @ 1500-2500 ,5,Mahindra,XUV300
2016,600000,10.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2012,285000,69.0,Petrol,Individual,Manual,First Owner,17.0,1298,85.8,114  @ 4000 ,5,Maruti,Swift
2016,500000,198.0,Diesel,Individual,Manual,First Owner,18.0,1248,73.74,172.5  @ 1750 ,8,Chevrolet,Enjoy
2010,350000,80.0,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,"11.4 @ 4,000  ",5,Hyundai,i20
2019,685000,19.0,Petrol,Individual,Automatic,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2020,399000,5.0,Other,Individual,Manual,First Owner,30.72,1196,61.7,85  @ 3000 ,5,Maruti,Eeco
2017,525000,10.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Grand
2017,765000,40.0,Petrol,Individual,Manual,First Owner,17.0,1373,91.1,130  @ 4000 ,7,Maruti,Ertiga
2012,450000,97.0,Diesel,Individual,Manual,Third Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2014,390000,30.0,Petrol,Individual,Manual,First Owner,19.6,1198,67.04,104  @ 4000 ,5,Nissan,Micra
2017,940000,120.0,Diesel,Individual,Manual,First Owner,24.5,1248,88.5,200  @ 1750 ,7,Maruti,Ertiga
2013,650000,120.0,Diesel,Individual,Manual,Second Owner,19.0,1461,108.45,248  @ 2250 ,5,Renault,Duster
2012,320000,103.994,Diesel,Individual,Manual,Fourth & Above Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2003,145000,70.0,Petrol,Individual,Manual,Second Owner,13.0,1794,125.0,"16.1 @ 4,200 @  )",5,Toyota,Corolla
2017,670000,70.0,Diesel,Individual,Manual,First Owner,25.8,1498,99.0,215  @ 1750-3000 ,5,Ford,Figo
2011,350000,115.0,Diesel,Individual,Manual,Fourth & Above Owner,21.0,1248,88.8,200  @ 1750 ,5,Maruti,SX4
2011,300000,40.0,Petrol,Individual,Manual,Third Owner,19.0,998,67.1,90  @ 3500 ,5,Maruti,Zen
2011,300000,80.0,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2009,810000,98.0,Diesel,Individual,Automatic,Fourth & Above Owner,12.0,2967,241.4,550  @ 1750-2750 ,7,Audi,Q7
2009,90000,118.0,Diesel,Individual,Manual,Second Owner,16.0,1405,62.0,"12.5 @ 2,500 @  )",5,Tata,Indica
2004,100000,100.0,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2009,90000,120.0,Diesel,Individual,Manual,Second Owner,17.8,1396,52.8,85  @ 2500 ,5,Tata,Indica
2011,250000,65.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2012,300000,41.0,Petrol,Individual,Manual,Second Owner,20.3,1197,78.9,111.8  @ 4000 ,5,Hyundai,i10
2005,130000,120.0,Petrol,Individual,Manual,Second Owner,16.0,1298,88.2,"11.5 @ 4,500 @  )",5,Maruti,Swift
2011,199000,70.0,Petrol,Individual,Manual,Third Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2012,545000,90.0,Diesel,Individual,Manual,Second Owner,20.4,1461,83.8,200  @ 1900 ,5,Renault,Duster
2014,570000,80.0,Diesel,Individual,Manual,Second Owner,20.7,1248,88.8,200  @ 1750 ,7,Maruti,Ertiga
2006,150000,120.0,Petrol,Individual,Manual,Second Owner,16.0,1497,100.0,"13.5 @ 4,800 @  )",5,Honda,City
2019,600000,5.0,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96  @ 3500 ,7,Renault,Triber
2016,610000,110.0,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2017,690000,20.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2018,790000,15.0,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170  @ 1750-4000 ,5,Tata,Nexon
2014,254999,40.0,Petrol,Individual,Manual,Second Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2016,500000,41.0,Petrol,Individual,Manual,First Owner,18.0,1199,88.7,110  @ 4800 ,5,Honda,Jazz
2007,245000,110.0,Diesel,Individual,Manual,Third Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2012,340000,120.0,Diesel,Individual,Manual,Third Owner,17.0,1399,67.0,160  @ 2000 ,5,Ford,Fiesta
2008,221000,35.008,Petrol,Dealer,Manual,First Owner,21.7,998,67.05,90  @ 3500 ,5,Maruti,Wagon
2014,455000,42.312,Diesel,Dealer,Manual,First Owner,24.0,1120,71.0,180.4  @ 1750-2500 ,5,Hyundai,Xcent
2011,300000,72.0,Petrol,Dealer,Manual,First Owner,17.0,1496,88.7,132  @ 3000 ,5,Toyota,Etios
2014,480000,54.891,Diesel,Dealer,Manual,First Owner,23.5,1364,67.04,170  @ 1800-2400 ,5,Toyota,Etios
2018,1000000,30.0,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,259.87nm @ 1500-3000 ,5,Hyundai,Verna
2017,2600000,44.0,Diesel,Dealer,Automatic,First Owner,22.6,1995,190.0,400  @ 1750-2750 ,5,BMW,3
2017,1850000,18.89,Diesel,Dealer,Automatic,First Owner,11.3,2755,171.5,360  @ 1200-3400 ,7,Toyota,Innova
2013,1000000,75.01,Diesel,Dealer,Automatic,First Owner,13.7,1995,148.0,320  @ 2000 ,5,Renault,Koleos
2012,245000,100.0,Diesel,Dealer,Manual,First Owner,23.0,1461,63.1,160  @ 2000 ,5,Renault,Pulse
2019,625000,4.337,Petrol,Dealer,Automatic,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2018,560000,14.495,Petrol,Dealer,Manual,First Owner,18.7,999,75.0,95  @ 3000-4300 ,5,Volkswagen,Polo
2018,1475000,24.0,Diesel,Dealer,Manual,First Owner,15.0,2179,152.87,360  @ 1750-2800 ,7,Mahindra,XUV500
2014,550000,31.0,Petrol,Dealer,Automatic,Second Owner,17.2,1197,103.6,175  @ 1500-4100 ,5,Volkswagen,Polo
2016,1475000,100.0,Diesel,Dealer,Manual,First Owner,13.6,2393,147.8,343  @ 1400-2800 ,7,Toyota,Innova
2017,750000,48.406,Diesel,Dealer,Manual,First Owner,19.8,1461,83.8,200  @ 1750 ,5,Renault,Duster
2016,570000,56.239,Diesel,Dealer,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2015,585000,33.243,Petrol,Dealer,Manual,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2016,600000,26.0,Petrol,Dealer,Automatic,First Owner,19.0,1199,88.7,110  @ 4800 ,5,Honda,Jazz
2013,180000,60.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2005,150000,15.858,Petrol,Individual,Manual,First Owner,13.0,1299,70.0,"10.7 @ 2,500 @  )",5,Ford,Ikon
2017,310000,15.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2013,200000,60.0,Diesel,Individual,Manual,Second Owner,25.4,936,57.6,150  @ 1750 ,5,Chevrolet,Beat
2018,900000,35.0,Diesel,Individual,Manual,First Owner,21.0,1461,83.8,200  @ 1900 ,7,Renault,Lodgy
2000,75000,90.0,Diesel,Individual,Manual,Second Owner,12.0,1489,35.5,72.9  @ 2250 ,5,Ambassador,CLASSIC
2015,400000,50.0,Petrol,Individual,Manual,First Owner,20.0,1197,83.11,113  @ 4200 ,5,Maruti,Swift
2015,650000,110.0,Diesel,Individual,Manual,First Owner,24.0,1498,98.6,200  @ 1750 ,7,Honda,Mobilio
2009,140000,35.0,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2018,550000,5.0,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2017,380000,29.0,Petrol,Individual,Automatic,First Owner,20.5,998,67.0,90  @ 3500 ,5,Maruti,Wagon
2016,440000,20.0,Diesel,Individual,Manual,First Owner,19.0,1405,69.01,135  @ 2500 ,5,Tata,Indigo
2018,630000,15.0,Petrol,Individual,Manual,First Owner,21.2,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2017,250000,40.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2009,120000,17.0,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2012,287000,120.0,Diesel,Individual,Manual,First Owner,21.1,1248,88.8,200  @ 1750-3000 ,5,Tata,Manza
2016,550000,45.0,Petrol,Individual,Manual,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2016,950000,60.0,Diesel,Individual,Manual,Third Owner,15.0,1997,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2019,1630000,25.0,Diesel,Individual,Manual,First Owner,17.0,1956,138.1,350  @ 1750-2500 ,5,Tata,Harrier
2015,501000,80.0,Diesel,Individual,Manual,Second Owner,25.0,1498,89.75,204  @ 2000-2750 ,5,Ford,Fiesta
2014,550000,70.0,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195  @ 1400-2200 ,7,Mahindra,Bolero
2016,300000,25.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2015,300000,50.0,Petrol,Individual,Manual,Third Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2016,550000,15.0,Petrol,Individual,Manual,First Owner,18.0,1199,82.4,108.5  @ 5000 ,5,Chevrolet,Sail
2012,700000,100.0,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2011,181000,70.0,Petrol,Individual,Manual,First Owner,15.6,1193,64.1,100  @ 2700 ,5,Tata,Indigo
2009,365000,110.0,Diesel,Individual,Automatic,Second Owner,11.7,2179,120.0,290  @ 1800-2800 ,8,Mahindra,Scorpio
2017,400000,10.0,Petrol,Individual,Automatic,First Owner,23.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2010,210000,110.0,Petrol,Individual,Manual,First Owner,20.3,1197,78.9,111.8  @ 4000 ,5,Hyundai,i10
2013,500000,87.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2017,2711000,9.0,Diesel,Dealer,Automatic,First Owner,13.0,1999,177.0,430  @ 1750-2500 ,5,Jaguar,XE
2017,550000,120.0,Petrol,Individual,Manual,First Owner,17.5,1193,88.7,140  @ 1500-4000 ,5,Tata,Zest
2013,509999,148.0,Diesel,Individual,Manual,First Owner,20.7,1248,88.8,200  @ 1750 ,7,Maruti,Ertiga
2015,310000,18.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2018,775000,80.0,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190  @ 1750-3000 ,5,Tata,Zest
2004,105000,96.0,Petrol,Individual,Manual,Third Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2013,360000,210.0,Diesel,Individual,Manual,Third Owner,21.0,1396,88.76,219.6  @ 1750-2750 ,5,Hyundai,i20
2012,400000,60.0,Diesel,Individual,Manual,Third Owner,20.0,1598,105.0,250  @ 1500-2500 ,5,Volkswagen,Vento
2019,580000,35.0,Petrol,Individual,Manual,First Owner,17.0,1199,88.7,110  @ 4800 ,5,Honda,WR-V
2008,210000,100.0,Diesel,Individual,Manual,First Owner,19.6,1405,70.0,135.4  @ 2500,5,Tata,Indigo
2017,550000,20.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2013,120000,110.0,Petrol,Individual,Manual,Second Owner,18.0,1199,84.8,113  @ 5000 ,5,Chevrolet,Sail
2013,400000,35.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200  @ 1400-3400 ,7,Toyota,Innova
2008,200000,40.0,Petrol,Individual,Manual,First Owner,20.3,1197,78.9,111.7  @ 4000 ,5,Hyundai,i10
2013,316000,140.0,Diesel,Individual,Manual,First Owner,21.0,1248,88.76,200  @ 1750-3000 ,5,Tata,Manza
2017,813000,110.0,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2016,1575000,55.0,Diesel,Individual,Automatic,First Owner,11.3,2755,171.5,360  @ 1200-3400 ,7,Toyota,Innova
2013,900000,73.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.0,200  @ 1400-3400 ,8,Toyota,Innova
2015,650000,100.0,Diesel,Individual,Manual,First Owner,20.7,1248,88.76,200  @ 1750 ,7,Maruti,Ertiga
2015,459999,32.0,Diesel,Individual,Manual,Second Owner,25.8,1498,99.0,215  @ 1750-3000 ,5,Ford,Figo
2012,290000,112.072,Diesel,Individual,Manual,First Owner,21.6,1461,84.8,200  @ 2000 ,5,Nissan,Sunny
2014,400000,30.0,Diesel,Individual,Manual,First Owner,20.0,1399,68.05,160  @ 2000 ,5,Ford,Figo
2016,565000,70.0,Diesel,Individual,Manual,Second Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2009,150000,80.0,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3  @ 4200 ,5,Chevrolet,Spark
2007,480000,110.0,Diesel,Individual,Automatic,Fourth & Above Owner,16.0,1995,181.0,380  @ 1750-3000 ,5,BMW,3
2007,70000,80.0,Petrol,Individual,Manual,Second Owner,18.0,1061,64.0,84  @ 3500 ,5,Maruti,Zen
2011,1190000,80.0,Petrol,Individual,Automatic,Second Owner,10.9,2497,204.0,245  @ 5000 ,5,Mercedes-Benz,E-Class
2018,900000,19.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205  @ 1750-3250 ,5,Ford,EcoSport
2015,600000,40.0,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2015,1100000,52.269,Diesel,Individual,Manual,First Owner,15.0,2179,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2010,120000,170.0,Other,Individual,Manual,Second Owner,15.26,796,32.8,57  @ 2500 ,5,Maruti,Omni
2009,229999,60.0,Petrol,Individual,Manual,Third Owner,18.0,1197,80.0,"11.4 @ 4,000  ",5,Hyundai,i20
2017,570000,15.78,Petrol,Individual,Manual,First Owner,17.0,1198,86.7,109  @ 4500 ,5,Honda,Amaze
2012,280000,80.0,Diesel,Individual,Manual,Third Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2015,580000,74.0,Diesel,Individual,Manual,Second Owner,21.1,1396,88.73,219.66nm @ 1500-2750 ,5,Hyundai,i20
2018,875000,35.0,Diesel,Individual,Manual,Second Owner,25.4,1248,88.5,200  @ 1750 ,7,Maruti,Ertiga
2015,700000,60.0,Diesel,Individual,Manual,First Owner,26.2,1248,88.5,200  @ 1750 ,5,Maruti,Ciaz
2016,388000,50.0,Petrol,Individual,Manual,Second Owner,18.1,1196,86.8,112  @ 4000 ,5,Ford,Figo
2011,225000,80.0,Petrol,Individual,Manual,Second Owner,20.3,1197,78.9,111.8  @ 4000 ,5,Hyundai,i10
2011,90000,90.0,Petrol,Individual,Manual,Second Owner,15.6,1193,64.08,100  @ 2700 ,5,Tata,Indigo
2014,600000,114.0,Diesel,Individual,Manual,First Owner,19.0,1461,108.45,248  @ 2250 ,5,Renault,Duster
2009,235000,100.0,Petrol,Individual,Manual,First Owner,18.0,1197,80.0,"11.4 @ 4,000  ",5,Hyundai,i20
2010,190000,35.0,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2011,325000,79.0,Diesel,Individual,Manual,First Owner,21.1,1248,88.8,200  @ 1750-3000 ,5,Tata,Manza
2011,300000,120.0,Diesel,Individual,Manual,Third Owner,20.5,1598,103.6,250  @ 1500-2500 ,5,Volkswagen,Vento
2017,550000,10.0,Petrol,Individual,Manual,First Owner,20.0,1199,84.0,114  @ 3500 ,5,Tata,Tigor
2013,720000,150.0,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2011,110000,110.0,Petrol,Individual,Manual,First Owner,18.0,1198,75.0,104  @ 4000 ,5,Nissan,Micra
2018,310000,10.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2010,150000,70.0,Other,Individual,Manual,Second Owner,36.68,998,58.2,77  @ 3500 ,5,Maruti,Wagon
2012,260000,46.0,Diesel,Individual,Manual,First Owner,19.0,1405,70.0,135.4  @ 2500 ,5,Tata,Indica
2002,55000,120.0,Petrol,Individual,Manual,Fourth & Above Owner,13.0,1495,94.0,"12.5 @ 3,500 @  )",5,Hyundai,Accent
2013,450000,108.8,Diesel,Individual,Manual,Third Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2009,199000,70.0,Petrol,Individual,Manual,Second Owner,20.3,1197,78.9,111.8  @ 4000 ,5,Hyundai,i10
2018,1000000,35.0,Diesel,Individual,Manual,First Owner,15.0,2523,75.0,200  @ 1400-2200 ,7,Mahindra,Scorpio
2011,240000,72.0,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2018,350000,40.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2014,530000,120.0,Diesel,Individual,Manual,Third Owner,15.9,2523,62.1,195  @ 1400-2200 ,7,Mahindra,Bolero
2019,625000,12.5,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,117nm @ 4000 ,5,Hyundai,Elite
2014,378000,80.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2018,700000,100.0,Diesel,Individual,Manual,Second Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2011,156000,110.0,Petrol,Individual,Manual,Second Owner,17.9,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2016,700000,103.0,Diesel,Individual,Manual,First Owner,16.0,1493,70.0,195  @ 1400-2200 ,7,Mahindra,Bolero
2010,194000,577.414,Petrol,Individual,Manual,Second Owner,18.0,1061,67.0,84  @ 3500 ,5,Maruti,Wagon
2006,120000,100.0,Petrol,Individual,Manual,Second Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2015,415000,45.0,Petrol,Individual,Automatic,First Owner,15.0,1198,86.7,109  @ 4500 ,5,Honda,Amaze
2015,450000,45.0,Petrol,Individual,Automatic,First Owner,15.0,1198,86.7,109  @ 4500 ,5,Honda,Amaze
2014,325000,40.0,Petrol,Individual,Manual,Third Owner,19.0,1198,86.8,109  @ 4500 ,5,Honda,Brio
2014,525000,200.0,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195  @ 1440-2200 ,9,Mahindra,Bolero
2017,265000,100.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2008,100000,120.0,Petrol,Individual,Manual,Second Owner,19.0,796,35.0,6.1 @ 3000 ,8,Maruti,Omni
2015,400000,100.0,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,200  @ 1750-3000 ,5,Tata,Zest
2013,345000,40.0,Diesel,Individual,Manual,First Owner,21.0,1396,88.8,219.7  @ 1500-2750 ,5,Hyundai,i20
2018,850000,15.0,Diesel,Individual,Manual,Second Owner,16.5,2498,105.0,247  @ 1800-2000 ,6,Mahindra,Thar
2018,620000,15.0,Petrol,Individual,Automatic,First Owner,20.8,1197,81.8,113  @ 4200 ,5,Maruti,Ignis
2018,700000,10.0,Petrol,Individual,Manual,Second Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2012,200000,90.0,Diesel,Individual,Manual,First Owner,22.0,1248,74.0,190  @ 1750-3000 ,5,Tata,Indica
2015,1700000,39.0,Diesel,Individual,Manual,First Owner,13.0,2477,175.56,400  @ 2000-2500 ,7,Mitsubishi,Pajero
2015,1050000,28.0,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2010,160000,90.0,Petrol,Individual,Manual,Second Owner,15.0,1196,70.0,102  @ 4000 ,5,Ford,Figo
2006,150000,80.0,Petrol,Individual,Manual,Third Owner,13.0,1799,130.0,172  @ 4300 ,5,Honda,Civic
2010,200000,35.0,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90  @ 3500 ,5,Maruti,Zen
2011,365000,185.0,Diesel,Individual,Manual,Second Owner,21.4,1364,87.2,205  @ 1800-2800 ,5,Toyota,Corolla
2016,360000,100.0,Diesel,Individual,Manual,First Owner,20.0,1248,91.72,209  @ 2000 ,5,Fiat,Avventura
2008,200000,110.0,Petrol,Individual,Manual,Second Owner,17.0,1497,78.0,"12.7 @ 2,700 @  )",5,Honda,City
2010,250000,100.0,Diesel,Individual,Manual,Second Owner,17.0,1896,106.0,"25.5 @ 1,900 @  )",5,Skoda,Laura
2008,229999,110.0,Diesel,Individual,Manual,Second Owner,17.0,1896,106.0,"25.5 @ 1,900 @  )",5,Skoda,Laura
2011,320000,130.0,Diesel,Individual,Manual,Second Owner,17.0,1399,68.0,"16.3 @ 2,000 @  )",5,Ford,Fiesta
2018,1200000,27.0,Petrol,Individual,Manual,First Owner,15.0,1591,121.3,151  @ 4850 ,5,Hyundai,Creta
2018,740000,9.0,Petrol,Individual,Automatic,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2019,570000,19.0,Petrol,Individual,Automatic,Second Owner,20.8,1197,81.8,113  @ 4200 ,5,Maruti,Ignis
2013,250000,100.0,Diesel,Individual,Manual,First Owner,23.5,1396,70.0,140  @ 1800-3000 ,5,Tata,Indigo
2017,430000,20.0,Petrol,Individual,Automatic,First Owner,20.5,998,67.0,90  @ 3500 ,5,Maruti,Wagon
2014,225000,35.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2014,440000,70.0,Diesel,Individual,Manual,Second Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2016,800000,70.0,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2017,660000,80.0,Diesel,Individual,Manual,First Owner,16.0,1493,70.0,195  @ 1400-2200 ,7,Mahindra,Bolero
2013,420000,105.0,Diesel,Individual,Manual,Second Owner,23.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2011,500000,121.941,Diesel,Dealer,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2014,280000,100.0,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,220 @ 1400-2600  ,8,Mahindra,Xylo
2013,425000,152.186,Diesel,Dealer,Manual,Second Owner,20.4,1461,83.8,200  @ 1900 ,5,Renault,Duster
2016,540000,20.0,Petrol,Individual,Manual,First Owner,20.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2011,650000,89.58,Diesel,Dealer,Manual,Second Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2011,550000,250.0,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),7,Toyota,Innova
2019,675000,2.789,Petrol,Dealer,Manual,First Owner,18.1,1196,86.8,112  @ 4000 ,5,Ford,Figo
